title,variant,price,imgUrl,link,l1,l2,inviteId,modelId,final_1688_link,price judge,update date,itemid,最大价格,tag,共有model数
MOFOX V7 V8 摩托车迷你驾驶灯 双色高/低 防水聚光灯辅助灯,V8 Light - 2个,46.12,https://cf.shopee.ph/file/ph-11134207-81zth-mgngk76oexahba,http://shopee.ph/product/532106713/29952688673,摩托车零配件,灯光,IVCN202508278357,370071667895,https://detail.1688.com/offer/946909743711.html?lang=zh&kjSource=pc&fromkv=refer:HVHFESCLLBNFUR2RGNCFGTKCLJDTIMSEI5HFUUSHIZIFOWJUINGE2VRULBHTGM2TJVJEUV2LLFGFGTKOKVDDMTKKLBDVSM2EKFGVUUSHJVMUIU2OLJLUQRSQLBLTOSKN&bizType=saasTool&customerId=alipriceLP,P1,2026/3/15,29952688673,46.12,最后一周,1
AXK909摩托车头盔模块化头盔双镜片男女通用头盔，带ICC,黑色 白色，L码（57-59厘米）,46.06,https://cf.shopee.ph/file/ph-11134207-7rasi-ma884pff8zwm0c,http://shopee.ph/product/495448275/27670480479,摩托车头盔及配件,,IVCN202509124614,227141984938,相似款：https://detail.1688.com/offer/949535374321.html?spm=a26352.b28411319/2508.0.0,P1,2026/3/15,27670480479,46.06,最后一周,11
AXK909摩托车头盔模块化头盔双镜片男女通用头盔，带ICC,白色红色，L码（57-59厘米）,44.37,https://cf.shopee.ph/file/ph-11134207-7rash-ma885rbpsipy1b,http://shopee.ph/product/495448275/27670480479,摩托车头盔及配件,,IVCN202509124614,227141984940,相似款：https://detail.1688.com/offer/949535374321.html?spm=a26352.b28411319/2508.0.0,P1,2026/3/15,27670480479,46.06,,11
AXK909摩托车头盔模块化头盔双镜片男女通用头盔，带ICC,亮黑色，L码（57-59厘米）,31.14,https://cf.shopee.ph/file/ph-11134207-7rasf-ma88397boani87,http://shopee.ph/product/495448275/27670480479,摩托车头盔及配件,,IVCN202509124614,223690034875,https://detail.1688.com/offer/847969524914.html?,P1,2026/3/15,27670480479,46.06,,11
AXK909摩托车头盔模块化头盔双镜片男女通用头盔，带ICC,哑光黑，M码（55-56厘米）,27.52,https://cf.shopee.ph/file/ph-11134207-7rasd-ma883h8pwssm80,http://shopee.ph/product/495448275/27670480479,摩托车头盔及配件,,IVCN202509124614,223690034898,相似款：https://detail.1688.com/offer/949535374321.html?spm=a26352.b28411319/2508.0.0,P1,2026/3/15,27670480479,46.06,,11
AXK909摩托车头盔模块化头盔双镜片男女通用头盔，带ICC,哑光黑，L码（57-59厘米）,42.17,https://cf.shopee.ph/file/ph-11134207-7rasd-ma883h8pwssm80,http://shopee.ph/product/495448275/27670480479,摩托车头盔及配件,,IVCN202509124614,223690034891,相似款：https://detail.1688.com/offer/949535374321.html?spm=a26352.b28411319/2508.0.0,P1,2026/3/15,27670480479,46.06,,11
100% 原装 TKRJ 日本连杆雅马哈 RXZ Y125ZR LC135 Y15ZR FZ150 Lagenda Y100 Y110 Y80 EGO DT125 EGO NOUVO,RXZ,45.89,https://cf.shopee.com.my/file/3f9881181b384d37eeb88c3348007f11,http://shopee.com.my/product/149761864/5631668756,摩托车零配件,其他的,IVCN2025112520744,16823533450,相似款：https://detail.1688.com/offer/857534995890.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i23&source=action%23offerItem%3Borigin%23shopee.com.my&amug_biz=oneself&amug_fl_src=awakeId_982,P1,2026/3/15,5631668756,45.89,最后一周,3
LAGENDA SRL115FI 大灯 LED 115FI PNP 全新雅马哈大灯 免费 H4 插座,LAGENDA SRL115FI 大灯 LED 115FI PNP 全新雅马哈大灯 免费 H4 插座,45.52,https://cf.shopee.com.my/file/sg-11134201-22100-5nb3ioj9nriva2,http://shopee.com.my/product/721458682/14491758214,摩托车零配件,灯光,IVCN202505213564,211956971332,https://detail.1688.com/offer/770685517536.html?spm=a26352.b28411319.offerlist.7.24721e62L4mbDO,P1,2026/3/15,14491758214,45.52,,1
碟片 N-max Aerox 260mm,黑色的,45.35,https://cf.shopee.ph/file/ph-11134207-7rasb-m5x2a0j8sioed6,http://shopee.ph/product/1272277010/28625320308,摩托车零配件,制动系统,IVCN202601157699,168696825799,https://detail.1688.com/offer/684958779513.html?spm=a26352.b28411319.offerlist.11.1f841e62rtWEjB,P1,2026/3/15,28625320308,45.35,,1
适用于狙击手 150/155 的 Mutarru 链甲套装,黄金，14/44 428,45.32,https://cf.shopee.ph/file/7ad6ecbd2e9df0b40b99b265e3da5fe7,http://shopee.ph/product/479054007/19027901582,摩托车零配件,传动系统、变速器和离合器,IVCN202510144069,68966469187,https://detail.1688.com/offer/937494455917.html?spm=a26352.b28411319/2508.0.0,P1,2026/3/15,19027901582,45.32,最后一周,5
JVT滑轮组（不同型号）,PCX 160,45,https://cf.shopee.ph/file/ph-11134207-7rasi-m7a7abatpis5eb,http://shopee.ph/product/557463407/28279387228,摩托车零配件,传动系统、变速器和离合器,IVCN2026011513165,247870225775,https://detail.1688.com/offer/925003274388.html?kj_agent_plugin=aliprice&fromkv=xytTrace:213f867c17606104517046411e0ecc&token=CN6zczStddcmvgMUzclyyqA%2BNQ%2BaA536T9eS95hEf3%2BDVw2m18MnyVKw1veGFzg7,P0,2026/3/15,28279387228,45,,2
摩托车化油器 Sudco PWK TZM RXZ NSR 赛车化油器 24mm 26mm 28mm 30mm 32mm 34mm 赛车化油器,"京滨-PWK, 28MM",44.87,https://cf.shopee.com.my/file/cn-11134207-7ras8-m5gjt0mqfw9d32,http://shopee.com.my/product/158191997/5004674374,摩托车零配件,燃油系统,IVCN2026011514768,195755414635,https://detail.1688.com/offer/901122830935.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i3&source=action%23offerItem%3Borigin%23cf.shopee.com.my&amug_biz=oneself&amug_fl_src=awakeId_982,P1,2026/3/15,5004674374,44.87,,2
LTD VTEC 儿童头盔（SIRIM认证）- S码,巴尔迪蓝,44.65,https://cf.shopee.com.my/file/my-11134207-7r98p-lo565jvrrprk09,http://shopee.com.my/product/213498462/7512944112,摩托车头盔及配件,,IVCN202508274821,95136103879,相似款：https://detail.1688.com/offer/982447436577.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0b5681be17679519490742058e10f2&token=CFD1NdWODbwSuD39iCvmslUr%2FCh%2FFiUx9WEnKErU7QExJXkTfdhQZ1n3D221luPU,P1,2026/3/15,7512944112,44.65,,1
Wave 100/100R 大灯总成套装,4合1，黑色（鼓）,44.56,https://cf.shopee.ph/file/ph-11134207-7rasb-m516mllan48z72,http://shopee.ph/product/1215588992/28519128397,摩托车零配件,灯光,IVCN202509124878,208148653475,无同款,P0,2026/3/15,28519128397,44.56,,2
JRP CNC VERSACE 后摇臂 WAVE / PANTRA / XRM / BADJA / TMX / SMASH / DASH 可调式自由轴,DT10 WAVE STEEL +2,44.53,https://cf.shopee.ph/file/ph-11134207-81zth-mgci8s5zmkgb49,http://shopee.ph/product/964534196/23831308504,摩托车零配件,车身及车架,IVCN2025073019898,320023932430,https://detail.1688.com/offer/829717500040.html?spm=a26352.b28411319.offerlist.26.8a3e1e62uOILvr,P1,2026/3/15,23831308504,44.53,最后一周,1
化油器 Rxz 28mm 30mm 32mm Rx Rxk 135 铜滑阀 标准型 Milicarb Sudco 日本,28毫米,44.09,https://cf.shopee.com.my/file/cn-11134207-7qukw-lhy7tawc8jxf75,http://shopee.com.my/product/135055444/2516236276,摩托车零配件,燃油系统,IVCN202507189083,11433003663,相似款：https://detail.1688.com/offer/696286430988.html?kj_agent_plugin=aliprice&fromkv=xytTrace:2108837b17649048834095539e0e34&token=NxjBaGo%2Fnowyukyj6nlJXTRr1kfDDTEEqLd%2FLslqSasTajr1%2FgLTSxkusV5HJKZf,P1,2026/3/15,2516236276,44.09,,1
雅马哈原装LC135 V1前转向灯/前信号胸灯 - 1S8-H3310-10 / 1S8-H3320-10,左 + 右,43.87,https://cf.shopee.com.my/file/my-11134207-7rasb-m1pfy976htsa86,http://shopee.com.my/product/57896677/1682490106,摩托车零配件,灯光,IVCN2025112527222,203652431034,相似款：https://detail.1688.com/offer/814001198489.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i21&source=action%23offerItem%3Borigin%23cf.shopee.com.my&amug_biz=oneself&amug_fl_src=awakeId_982,P1,2026/3/15,1682490106,43.87,,1
摩托车挡风玻璃/整流罩，前挡风板，Chanasakon 品牌，带有安装支架，可安装到所有摩托车型号的车把上。,黑色的,43.82,https://cf.shopee.co.th/file/th-11134207-7rasg-m6jebo4u62t132,http://shopee.co.th/product/71801222/27325814931,摩托车配件,其他的,IVCN202508271585,242617785960,相似款：https://detail.1688.com/offer/838481868547.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i3&source=action%23offerItem%3Borigin%23shopee.co.th&amug_biz=oneself&amug_fl_src=awakeId_982,P1,2026/3/15,27325814931,43.82,,3
BAJAJ EYELID（RE、MAXIMA Z、CARGO）,白色的,43.81,https://cf.shopee.ph/file/ph-11134207-81ztq-me2bhq2u8e86a6,http://shopee.ph/product/350405987/40059461960,摩托车配件,其他的,IVCN2025121922817,260789661363,无同款,P0,2026/3/15,40059461960,43.81,最后一周,1
✅适用于 Mio Sporty AMORE 的 5TL 黑色 - 雅马哈原装正品,✅适用于 Mio Sporty AMORE 的 5TL 黑色 - 雅马哈原装正品,43.74,https://cf.shopee.ph/file/ph-11134207-7rase-m5sjfr9s4hhqc0,http://shopee.ph/product/1144413536/24190994056,摩托车零配件,车身及车架,IVCN202505150451,138204432882,无同款,P1,2026/3/15,24190994056,43.74,,1
RCB E2 Sniper 150 / Sniper 155 刹车杆,银,43.72,https://cf.shopee.ph/file/ph-11134207-7rasm-m9wnde2qils485,http://shopee.ph/product/282390619/3957177666,摩托车零配件,制动系统,IVCN2025112522452,31367282203,相似款：https://detail.1688.com/offer/770340444343.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i7&source=action%23offerItem%3Borigin%23shopee.ph&amug_biz=oneself&amug_fl_src=awakeId_982https://detail.1688.com/offer/923356404993.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i21&source=action%23offerItem%3Borigin%23shopee.ph&amug_biz=oneself&amug_fl_src=awakeId_982,P1,2026/3/15,3957177666,43.72,最后一周,1
适用于 PCX 150&160 /Click160/ADV160/ADV150 的不锈钢弯头，适用于 51mm 进水口,ADV 160,43.59,https://cf.shopee.ph/file/ph-11134207-81ztc-me16fw5j4e853f,http://shopee.ph/product/218358027/17721870296,摩托车零配件,尾气和排放,IVCN2025112528710,225726646424,相似款：https://detail.1688.com/offer/909710694018.html?spm=a26352.b28411319/2508.0.0,P1,2026/3/15,17721870296,43.59,最后一周,1
RAIDER 150 化油器型 - 电喷 CNC 齿轮型 全套螺栓,11 车把 F.i,43.47,https://cf.shopee.ph/file/ph-11134207-7rasi-m5zvmn158via82,http://shopee.ph/product/1369370052/28162696391,摩托车零配件,其他的,IVCN2026011516604,147484681486,无同款,P0,2026/3/15,28162696391,43.47,最后一周,2
100% 原装雅马哈 Y15ZR V2 内套件 0 B17-F8400-10 HITAM SEBAM 哑光黑套件 无色零件 YSUKU Y15 全新,V2 (B17-F8400-10),43.46,https://cf.shopee.com.my/file/my-11134207-7rash-m6oznrqucr4p14,http://shopee.com.my/product/79694074/6313203977,摩托车零配件,车身及车架,IVCN202509159524,65316724953,无同款,P0,2026/3/15,6313203977,43.46,,1
10片装（批发）MEHOL后刹车蹄片，橡胶材质，适用于川崎/本田/雅马哈/SYM BONUS/SKYGO/RUSI,10PCS CLICK125,43.07,https://cf.shopee.ph/file/ph-11134207-7rase-m3ojn7p86p0702,http://shopee.ph/product/325172111/27470443639,摩托车零配件,制动系统,IVCN2025121917297,176856377168,无同款,P0,2026/3/15,27470443639,43.07,最后一周,3
迷你驾驶灯 V5 高低光束白光和黄光单双灯可选，韩国 LED 芯片,22 件配件/套,43.01,https://cf.shopee.ph/file/ph-11134207-7rasm-m8n1izqkjselcd,http://shopee.ph/product/837956508/29483638372,摩托车零配件,灯光,IVCN2025082710769,258197082042,https://detail.1688.com/offer/810437228445.html?spm=a26352.b28411319.offerlist.53.44581e620rY28h,P1,2026/3/15,29483638372,43.01,,2
迷你驾驶灯 V5 高低光束白光和黄光单双灯可选，韩国 LED 芯片,17 配件/套装,8.81,https://cf.shopee.ph/file/ph-11134207-7rasm-m8n1j2lscqrx58,http://shopee.ph/product/837956508/29483638372,摩托车零配件,灯光,IVCN2025082710769,258197082043,https://detail.1688.com/offer/685755321077.html?spm=a26352.b28411319.offerlist.27.77b01e62p2QHn5,P1,2026/3/15,29483638372,43.01,,2
🇹🇭GT动力离合器总成套装 MIO / MIO SPORTY / MIO SOULTY / MIO AMORE 泰国制造,我的/我的运动套装,42.97,https://cf.shopee.ph/file/sg-11134201-23020-vo180m4wzanv37,http://shopee.ph/product/523751595/23822771406,摩托车零配件,传动系统、变速器和离合器,IVCN202505141770,127378421980,https://detail.1688.com/offer/643722372424.html?,P1,2026/3/15,23822771406,42.97,最后一周,2
🇹🇭GT动力离合器总成套装 MIO / MIO SPORTY / MIO SOULTY / MIO AMORE 泰国制造,MIO离合器衬片,18.17,https://cf.shopee.ph/file/ph-11134207-81zth-mel34glzzv9c4a,http://shopee.ph/product/523751595/23822771406,摩托车零配件,传动系统、变速器和离合器,IVCN202505141770,281541330617,https://detail.1688.com/offer/757626396979.html?kj_agent_plugin=aliprice&fromkv=xytTrace%3A0&tracelog=cps&clickid=cfe1d9fba1e364ddc742650774651d11&targetUrl=https%3A%2F%2Fs.click.1688.com%2Ft%3Fe%3DA6FEAF87A2FCFBDD05C1BD6ABB449CE46147FC88EA630CBAC31FEFBD3966EDE4DF88C915D5486E33D1003E749B3EAAA5861098A75E16F4D226600F2847DABD1A5F0FFA4FF39BCCC320D4625E68D0D47AF6FEC9241CC79F982F2298161E9E1CDC8B3890FE097C62A05D5BF1FDC637F7E4018F7BB552BAC6AD66BA430C43EDF0E07EEF6D6099BA67CE089F770C23C101B7BD99146A3DCACD936094B226227E7D10000C483E2C023ECE1B788FC477FF44E344618FD2EA0F83380D9B011B358DBF32219CC3F6B84FFAABF52BAB6EEBD0CD0A0FDE566E7872B81149E26A81B0BC29C8E7520E31CA41B6B79A5630D7A2472D3C%26cbu_cps_trace_flag%3Dwrite,P1,2026/3/15,23822771406,42.97,最后一周,2
MONORACK VARIO125 VARIO150 + GIVI 尾箱 / TANKER ABS 尾箱 优质,单轨 VARIO150,42.57,https://cf.shopee.com.my/file/my-11134207-7rask-m0zgg7m13zzv43,http://shopee.com.my/product/230894337/4230532091,摩托车配件,盒子和箱子,IVCN2026011510509,256725746066,https://detail.1688.com/offer/761862697021.html?kj_agent_plugin=aliprice&fromkv=xytTrace%3A0&tracelog=cps&clickid=7428a68c83618c9502b12b4a20ed90b9&targetUrl=https%3A%2F%2Fs.click.1688.com%2Ft%3Fe%3DA6FEAF87A2FCFBDD05C1BD6ABB449CE46147FC88EA630CBAC31FEFBD3966EDE4DF88C915D5486E33D1003E749B3EAAA5861098A75E16F4D226600F2847DABD1A5F0FFA4FF39BCCC320D4625E68D0D47AF6FEC9241CC79F982F2298161E9E1CDCF2B444990AF802FB749B0EF823411AC18FC21E9FFF430C1B9C4AA607074D7C9A7EEF6D6099BA67CE089F770C23C101B73C3246E97314EAF0BD0CCEB87FEEE448E936232D57255DE2299B616A402D393A81FF0B632772BF5743C8B4F4024C1A3782269DD5BF12287912A3764D78B2266EAF20038EF9008DF6AC1D38FAB07B86DAD72D6510BF146C6928328790E74E60AF%26cbu_cps_trace_flag%3Dwrite,P1,2026/3/15,4230532091,42.57,最后一周,1
适用于 RS150 GTR150 CBR150 v3 的 Pitsbike 离合器衬片（带弹簧）,离合器片+弹簧，适用于RS150/GTR150/CBR150,42.38,https://cf.shopee.ph/file/6b9eb7b7be9d4adbe31f3709bd4bb6a5,http://shopee.ph/product/169498636/10247999113,摩托车零配件,传动系统、变速器和离合器,IVCN2025112514282,57494279739,无同款,P0,2026/3/15,10247999113,42.38,最后一周,1
MOTOWOLF MH1 手机支架 防震减震器 手机支架 摩托车支架,镜面蓝+橙色,41.97,https://cf.shopee.com.my/file/sg-11134201-7rd6y-m76mgskroklwbc,http://shopee.com.my/product/875976878/28129068078,摩托车配件,手机支架,IVCN202507182316,247845025582,https://detail.1688.com/offer/856099726692.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i1&source=action%23offerItem%3Borigin%23shopee.com.my&amug_biz=oneself&amug_fl_src=awakeId_982,P1,2026/3/15,28129068078,41.97,,2
【免运费】正品雅马哈EX150前转向灯。,1 对,41.57,https://cf.shopee.vn/file/sg-11134201-22100-sivckz1fm6iv42,http://shopee.vn/product/886962119/23202410106,摩托车零配件,灯光,IVCN2025112514390,69143965131,相似款：https://detail.1688.com/offer/642166759216.html?kj_agent_plugin=aliprice&fromkv=xytTrace:2108837b17643165579555726e0fed&token=2%2BEzFD6wpMfhcl4%2BB0p6Tq%2FDqVLDwCwqIKvAvoSzb4yFYxosQ%2FNKrT%2F4k1GHza%2Fe,P1,2026/3/15,23202410106,41.57,最后一周,1
XR150/XR125/CRF150 链轮组 MAKOTO 重型,16/49,41.49,https://cf.shopee.ph/file/ph-11134207-7r98x-lvx7hjm1qh38e3,http://shopee.ph/product/274246866/29251390684,摩托车零配件,传动系统、变速器和离合器,IVCN2025073022332,178231376481,相似款：https://detail.1688.com/offer/818644335354.html?spm=a26352.b28411319.offerlist.11.fef71e62zT73yd,P1,2026/3/15,29251390684,41.49,最后一周,1
【PH配送】ROCKBROS 摩托车油箱包 硬壳脚踏三角包 大容量稳定型 NMAX PCX NSS350 XMAX 摩托车装备,【PH配送】黑色,41.37,https://cf.shopee.ph/file/sg-11134201-7rd4i-lwqxy954ldsga8,http://shopee.ph/product/66842532/24582480223,摩托车配件,盒子和箱子,IVCN2025101410001,157350434583,https://detail.1688.com/offer/803637997459.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0b52090217611281621782683e0f4f&token=hSem8IvXFtZ4G1OMbgdG%2FUeGPNKyvkVvPk0oix40WgazoAqes9ac1QW52sBa%2Fi09,P1,2026/3/15,24582480223,41.37,,1
Motowolf MH1 防抖手机夹,黑色，车把 K 充电,41.29,https://cf.shopee.vn/file/vn-11134207-820l4-mgmdy3zus64t55,http://shopee.vn/product/168342742/48400775223,摩托车配件,手机支架,IVCN2025121929753,228196023463,https://detail.1688.com/offer/856099726692.html?lang=zh&kjSource=pc&fromkv=refer:HVHFESCLLBNFSR2VGNCECT2KLJDTIWSEJVHFEWSHJJIFOWJUINGE2VRULBHTGM2TJVJEUV2LLFGFGTKOKVDDMTKKLBDVSM2UIFHFUWSHJUZEIU2PJJNEONKQLBLTOSKN&bizType=saasTool&customerId=alipriceLP,P1,2026/3/15,48400775223,41.29,,2
HNJ A4-006-H 半盔摩托车双镜片头盔，带ICC认证，女士款，原装正品,白色，L,41.08,https://cf.shopee.ph/file/ph-11134207-7rasb-m6xlhcsp7kctbc,http://shopee.ph/product/502386949/28878266118,摩托车头盔及配件,,IVCN2025112527578,208271150554,https://detail.1688.com/offer/907011884432.html?kj_agent_plugin=aliprice&fromkv=xytTrace:212b5ecd17657883204264436e0c9d&token=13ZcZhE1wSnQDwUc73KdkJxyTbxs9lKKr1%2BOu79BCWxisWvIeoaZxA2INFvchjcX,P1,2026/3/15,28878266118,41.08,最后一周,2
HNJ A4-006-H 半盔摩托车双镜片头盔，带ICC认证，女士款，原装正品,怀特，M,20.72,https://cf.shopee.ph/file/ph-11134207-7rasb-m6xlhcsp7kctbc,http://shopee.ph/product/502386949/28878266118,摩托车头盔及配件,,IVCN2025112527578,208271150553,https://detail.1688.com/offer/907011884432.html?kj_agent_plugin=aliprice&fromkv=xytTrace:212b5ecd17657883204264436e0c9d&token=13ZcZhE1wSnQDwUc73KdkJxyTbxs9lKKr1%2BOu79BCWxisWvIeoaZxA2INFvchjcX,P1,2026/3/15,28878266118,41.08,最后一周,2
CNC精密加工的304不锈钢车把增高器，小巧尺寸，专为Vinfast电动摩托车设计：Feliz 2025、Evo、Feliz、Vento、Theon……,该鞋款采用 304 不锈钢鞋芯。,41,https://cf.shopee.vn/file/vn-11134207-7ras8-mdes5an93w6k7d,http://shopee.vn/product/53401974/42107494427,摩托车零配件,车身及车架,IVCN2025121925752,300637295598,https://detail.1688.com/offer/917828487673.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0b5681be17688040450622692e106d&token=trKaM2cxoE%2B2wvlXQXQtP8biQfryiMvwHTF8tEJtNtDy6zQ5Wp%2FJtZhz%2F6ohVNg0,P0,2026/3/15,42107494427,41,,1
【菲律宾配送】ROCKBROS 摩托车全指手套 透气凝胶自行车赛车防护硬手套 骑行配件 一双,L,40.92,https://cf.shopee.ph/file/6729e0fd9458d08d0b40b6452e6ad7ff,http://shopee.ph/product/66842532/5502622148,其他的,,IVCN2025111453001,8383010169,https://detail.1688.com/offer/605713121777.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0b0fdc4f17633507999934014e0cca&token=A6P77pyIJS9DrfLbfSGpg5eY7i5jx3%2FPqEor%2BMi2yL7dy8dgZR8o92L27bV0UCd6,P1,2026/3/15,5502622148,40.92,,1
DID 415DX 金色 - 132升,132升,40.79,https://cf.shopee.com.my/file/355d637aa624b1cec455477f2d7bef18,http://shopee.com.my/product/439005297/16770608276,摩托车零配件,传动系统、变速器和离合器,IVCN2025111467549,162929962674,https://detail.1688.com/offer/896990221824.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,P1,2026/3/15,16770608276,40.79,,1
